id,question_type,question_text,subject,grade,grade_level,region,topic,subtopic,learning_objective,blooms_level,difficulty_level,difficulty_rating,options,explanation,generation_metadata,created_at,updated_at,rownumber,summary
56436,drag_drop,Classroom capacity cards are partly sorted. Finish the sorting by putting each card into less than 2 L or 2 L and more.,math,,grade 3,global,Measurement & Conversion,Mass & Capacity,Students can measure capacity in millilitres and litres,analyze,hard,4.0,[],2 L is 2000 ml. Amounts less than 2000 ml go in less than 2 L. Amounts equal to or greater than 2000 ml go in 2 L and more.,"{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""1800 ml""},{""id"":""item_2"",""label"":""2 L""},{""id"":""item_3"",""label"":""2500 ml""},{""id"":""item_4"",""label"":""1500 ml""},{""id"":""item_5"",""label"":""3 L""},{""id"":""item_6"",""label"":""2000 ml""}],""labels"":{""end"":null,""start"":null,""instruction"":""Complete the two-box sorting.""},""targets"":[{""id"":""target_1"",""label"":""Less than 2 L""},{""id"":""target_2"",""label"":""2 L and more""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_2""},{""itemId"":""item_4"",""targetId"":""target_1""},{""itemId"":""item_5"",""targetId"":""target_2""},{""itemId"":""item_6"",""targetId"":""target_2""}]}",2026-05-21T10:57:33.289Z,2026-05-21T10:57:33.396Z,644,drag_drop for Measurement & Conversion
61098,drag_drop,"At the fruit market, line up these ruler tags from shortest to longest. Convert the lengths first if that helps.",math,,grade 3,global,Measurement & Conversion,Length,Students can convert between units of length within the same system,analyze,hard,4.0,[],"Convert to millimetres: 2 cm 4 mm = 24 mm, 29 mm = 29 mm, 3 cm = 30 mm, 3 cm 2 mm = 32 mm, 35 mm = 35 mm. From shortest to longest: 24 mm, 29 mm, 30 mm, 32 mm, 35 mm.","{""mode"":""order"",""items"":[{""id"":""item_1"",""label"":""3 cm 2 mm""},{""id"":""item_2"",""label"":""29 mm""},{""id"":""item_3"",""label"":""2 cm 4 mm""},{""id"":""item_4"",""label"":""35 mm""},{""id"":""item_5"",""label"":""3 cm""}],""labels"":{""end"":""Longest"",""start"":""Shortest"",""instruction"":""Drag the cards into order.""},""targets"":[{""id"":""target_1"",""label"":""1""},{""id"":""target_2"",""label"":""2""},{""id"":""target_3"",""label"":""3""},{""id"":""target_4"",""label"":""4""},{""id"":""target_5"",""label"":""5""}],""answerKey"":[{""itemId"":""item_3"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_5"",""targetId"":""target_3""},{""itemId"":""item_1"",""targetId"":""target_4""},{""itemId"":""item_4"",""targetId"":""target_5""}]}",2026-05-21T10:58:56.904Z,2026-05-21T10:58:57.193Z,645,drag_drop for Measurement & Conversion
7870,mcq,"Compare the choices for this pictograph: each teddy bear picture means 4 teddy bears, and the row has 2 teddy bear pictures. Pick the correct answer.",math,,grade 3,global,Data & Scaled Graphs,Scaled Pictographs,Students can read and interpret a scaled pictograph where each symbol represents more than one,apply,easy,1.0,"[{""text"":""4 teddy bears"",""correct"":false},{""text"":""6 teddy bears"",""correct"":false},{""text"":""8 teddy bears"",""correct"":true},{""text"":""12 teddy bears"",""correct"":false}]","Nice job! 2 teddy bear pictures stand for 2 groups of 4, so the total is 8 teddy bears.","{""focus"":""judge correct total from options"",""grade"":3,""topic"":""Data & Scaled Graphs"",""subject"":""Maths"",""subtopic"":""Scaled Pictographs"",""questionType"":""mcq"",""questionNumber"":""Q9"",""learning_objective"":""Students can read and interpret a scaled pictograph where each symbol represents more than one""}",2026-05-21T10:29:14.032Z,2026-05-21T10:29:14.105Z,646,mcq for Data & Scaled Graphs
7874,mcq,"Choose the sentence that is correct about this fruit pictograph: each apple picture stands for 5 apples, and there is 1 apple picture.",math,,grade 3,global,Data & Scaled Graphs,Scaled Pictographs,Students can read and interpret a scaled pictograph where each symbol represents more than one,understand,easy,1.0,"[{""text"":""The chart shows 1 apple."",""correct"":false},{""text"":""The chart shows 5 apples."",""correct"":true},{""text"":""The chart shows 6 apples."",""correct"":false},{""text"":""The chart shows 10 apples."",""correct"":false}]","That’s right! One picture stands for 5 apples, so the chart shows 5 apples. Great reading!","{""focus"":""interpret single symbol value"",""grade"":3,""topic"":""Data & Scaled Graphs"",""subject"":""Maths"",""subtopic"":""Scaled Pictographs"",""questionType"":""mcq"",""questionNumber"":""Q12"",""learning_objective"":""Students can read and interpret a scaled pictograph where each symbol represents more than one""}",2026-05-21T10:29:14.282Z,2026-05-21T10:29:14.682Z,647,mcq for Data & Scaled Graphs
8045,mcq,How many snail pictures are needed if 1 snail picture = 5 snails and the table shows 15 snails?,math,,grade 3,global,Data & Scaled Graphs,Scaled Pictographs,Students can draw a scaled pictograph from a data table,understand,easy,1.0,"[{""text"":""2 snail pictures"",""correct"":false},{""text"":""3 snail pictures"",""correct"":true},{""text"":""4 snail pictures"",""correct"":false},{""text"":""5 snail pictures"",""correct"":false}]","One snail picture represents 5 snails. For 15 snails, 15 ÷ 5 = 3, so 3 snail pictures are needed. 2 pictures would show 10 snails, 4 pictures would show 20 snails, and 5 pictures would show 25 snails.","{""focus"":""Judge the correct symbol count from a key and total"",""grade"":3,""topic"":""Data & Scaled Graphs"",""subject"":""Maths"",""subtopic"":""Scaled Pictographs"",""questionType"":""mcq"",""questionNumber"":""Q34"",""learning_objective"":""Students can draw a scaled pictograph from a data table""}",2026-05-21T10:29:29.774Z,2026-05-21T10:29:30.060Z,648,mcq for Data & Scaled Graphs
10345,mcq,"Compare the two readings from a scaled bar graph. The scale counts by 10. One bar stops halfway between 20 and 30, and another bar stops at 40. Choose the correct comparison.",math,,grade 3,global,Data & Scaled Graphs,Scaled Bar Graphs,Students can read and interpret a scaled bar graph,analyze,medium,2.0,"[{""text"":""The first bar is 5 more than the second bar."",""correct"":false},{""text"":""The second bar is 15 more than the first bar."",""correct"":true},{""text"":""The bars are equal."",""correct"":false},{""text"":""The first bar is 10 less than the second bar."",""correct"":false}]","Great careful reading! Halfway between 20 and 30 is 25. Then 40 - 25 = 15, so the second bar is 15 more.","{""focus"":""representation_translation"",""grade"":3,""topic"":""Data & Scaled Graphs"",""subject"":""Maths"",""subtopic"":""Scaled Bar Graphs"",""questionType"":""mcq"",""questionNumber"":""Q69"",""learning_objective"":""Students can read and interpret a scaled bar graph""}",2026-05-21T10:31:50.871Z,2026-05-21T10:31:51.059Z,649,mcq for Data & Scaled Graphs
10383,mcq,"A game graph shows points won by teams. Each step means 5 points. The hopping team is 5 steps, the rolling team is 3 steps, and the jumping team is 6 steps. The coach wants the total for hopping and rolling, then wants to know if that total is more or less than the jumping team. Choose the correct answer.",math,,grade 3,global,Data & Scaled Graphs,Scaled Bar Graphs,Students can read and interpret a scaled bar graph,apply,medium,3.0,"[{""text"":""Hopping and rolling together are 10 points less than jumping."",""correct"":false},{""text"":""Hopping and rolling together are 10 points more than jumping."",""correct"":true},{""text"":""Hopping and rolling together are the same as jumping."",""correct"":false},{""text"":""Hopping and rolling together are 5 points less than jumping."",""correct"":false}]","You are on track! Hopping is 25 and rolling is 15, so together they make 40. Jumping is 30. That means the total is 10 more.","{""focus"":""context_interpretation"",""grade"":3,""topic"":""Data & Scaled Graphs"",""subject"":""Maths"",""subtopic"":""Scaled Bar Graphs"",""questionType"":""mcq"",""questionNumber"":""Q108"",""learning_objective"":""Students can read and interpret a scaled bar graph""}",2026-05-21T10:31:53.143Z,2026-05-21T10:31:53.305Z,650,mcq for Data & Scaled Graphs
8010,mcq,"Which statement is correct about this pet ribbon pictograph? Each ribbon picture means 4 ribbons. Cat has 2 ribbon pictures, Dog has 5 ribbon pictures, and Rabbit has 3 ribbon pictures. Compare Dog and Rabbit together with Cat and Rabbit together.",math,,grade 3,global,Data & Scaled Graphs,Scaled Pictographs,Students can read and interpret a scaled pictograph where each symbol represents more than one,evaluate,hard,4.0,"[{""text"":""Dog and Rabbit together have 12 more ribbons than Cat and Rabbit together because Rabbit is in both groups and Dog has 3 more pictures than Cat."",""correct"":true},{""text"":""Dog and Rabbit together have 8 more ribbons than Cat and Rabbit together because 5 + 3 is 8 more than 2 + 3."",""correct"":false},{""text"":""Dog and Rabbit together have 4 more ribbons than Cat and Rabbit together because Dog has 1 more picture than Cat."",""correct"":false},{""text"":""Cat and Rabbit together have more ribbons than Dog and Rabbit together because Rabbit adds the most ribbons."",""correct"":false}]","Rabbit is in both groups, so those ribbons are the same on each side. Compare Dog and Cat only. Dog has 5 pictures and Cat has 2 pictures, so Dog has 3 more pictures. Each picture means 4 ribbons, so the difference is 3 × 4 = 12 ribbons. That makes the first statement correct. Option 2 compares picture totals incorrectly. Option 3 uses the wrong picture difference. Option 4 is false because Dog has more ribbons than Cat, so Dog and Rabbit together must be greater.","{""focus"":""evaluate_a_claim"",""grade"":3,""topic"":""Data & Scaled Graphs"",""subject"":""Maths"",""subtopic"":""Scaled Pictographs"",""questionType"":""mcq"",""questionNumber"":""Q7"",""learning_objective"":""Students can read and interpret a scaled pictograph where each symbol represents more than one""}",2026-05-21T10:29:26.049Z,2026-05-21T10:29:26.153Z,651,mcq for Data & Scaled Graphs
10410,mcq,"A cake pop graph uses 5 cake pops for each step. Pink tray is 5 steps, blue tray is 4 steps, and green tray is 7 steps. A statement says, ""Green has 2 more cake pops than pink because 7 is 2 more than 5."" Which judgment is correct?",math,,grade 3,global,Data & Scaled Graphs,Scaled Bar Graphs,Students can read and interpret a scaled bar graph,evaluate,hard,3.0,"[{""text"":""Correct, because the bars are 2 apart."",""correct"":false},{""text"":""Wrong, because green has 10 more cake pops than pink."",""correct"":true},{""text"":""Wrong, because pink has more than green."",""correct"":false},{""text"":""Correct, because each bar is read by steps only."",""correct"":false}]",Green is 7 steps = 35 cake pops. Pink is 5 steps = 25 cake pops. The difference is 35 - 25 = 10 cake pops. The statement is wrong because it treated the 2-step difference as if it were 2 cake pops. Option 2 is correct.,"{""focus"":""find_the_error"",""grade"":3,""topic"":""Data & Scaled Graphs"",""subject"":""Maths"",""subtopic"":""Scaled Bar Graphs"",""questionType"":""mcq"",""questionNumber"":""Q9"",""learning_objective"":""Students can read and interpret a scaled bar graph""}",2026-05-21T10:31:55.062Z,2026-05-21T10:31:55.249Z,652,mcq for Data & Scaled Graphs
68904,fitb,Each banana in the pictograph means 5 books. 3 bananas show ____ books.,math,,grade 3,global,Data & Scaled Graphs,Scaled Pictographs,Students can read and interpret a scaled pictograph where each symbol represents more than one,remember,easy,1.0,[],Each banana stands for 5 books. 3 × 5 = 15 books.,"{""hint"":null,""answer"":""15"",""caseSensitive"":false,""acceptableAnswers"":[""15"",""fifteen""]}",2026-05-21T11:01:28.737Z,2026-05-21T11:01:28.828Z,653,fitb for Data & Scaled Graphs
61545,fitb,Each gem stands for 5 shells. A line with 4 gems shows ____ shells.,math,,grade 3,global,Data & Scaled Graphs,Scaled Pictographs,Students can read and interpret a scaled pictograph where each symbol represents more than one,apply,medium,3.0,[],Each gem means 5 shells. So 4 gems mean 4 × 5 = 20 shells.,"{""hint"":null,""answer"":""20"",""caseSensitive"":false,""acceptableAnswers"":[""20""]}",2026-05-21T10:59:05.262Z,2026-05-21T10:59:05.570Z,654,fitb for Data & Scaled Graphs
58406,fitb,"A pictograph uses 1 map = 4 books. If the table shows 16 books, draw ____ maps.",math,,grade 3,global,Data & Scaled Graphs,Scaled Pictographs,Students can draw a scaled pictograph from a data table,apply,medium,3.0,[],"If 1 map stands for 4 books, then 16 books need 16 ÷ 4 = 4 maps.","{""hint"":null,""answer"":""4"",""caseSensitive"":false,""acceptableAnswers"":[""4"",""four""]}",2026-05-21T10:58:09.743Z,2026-05-21T10:58:09.909Z,655,fitb for Data & Scaled Graphs
68913,fitb,"On a treasure chart, each ball picture means 3 prizes. A row with 5 ball pictures shows 15 prizes. A row with 3 block pictures has 9 prizes, so each block picture means ____ prizes.",math,,grade 3,global,Data & Scaled Graphs,Scaled Pictographs,Students can read and interpret a scaled pictograph where each symbol represents more than one,analyze,hard,5.0,[],The block row has 9 prizes shown by 3 block pictures. So each block picture means 9 ÷ 3 = 3 prizes.,"{""hint"":""Use the total in the block row and divide by the number of block pictures."",""answer"":""3"",""caseSensitive"":false,""acceptableAnswers"":[""3"",""three""]}",2026-05-21T11:01:28.826Z,2026-05-21T11:01:28.913Z,656,fitb for Data & Scaled Graphs
28352,drag_drop,Drag each choice into the correct group: A toy chart uses 1 robot picture to show 4 toys. The chart has 5 robot pictures. How many toys does the chart show.,math,,grade 3,global,Data & Scaled Graphs,Scaled Pictographs,Students can read and interpret a scaled pictograph where each symbol represents more than one,apply,easy,1.0,[],"Well done! Each robot picture shows 4 toys, so 5 pictures show 20 toys. Super work!","{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""9""},{""id"":""item_2"",""label"":""10""},{""id"":""item_3"",""label"":""20""},{""id"":""item_4"",""label"":""25""}],""targets"":[{""id"":""target_1"",""label"":""Correct answer""},{""id"":""target_2"",""label"":""Not correct""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_2""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_1""},{""itemId"":""item_4"",""targetId"":""target_2""}],""scoringGuidance"":""Well done! Each robot picture shows 4 toys, so 5 pictures show 20 toys. Super work!""}",2026-05-21T10:48:54.843Z,2026-05-21T10:48:54.934Z,657,drag_drop for Data & Scaled Graphs
62550,drag_drop,"Look at the scaled bar graph about spaceship game prizes. Each mark stands for 2 prizes. Ball = 12, Block = 18, Teddy = 8, Toy Train = 16. The boxes say 'Exactly 4 marks high' and 'Not 4 marks high.' Teddy is already in 'Exactly 4 marks high.' Drag the remaining cards into the correct box.",math,,grade 3,global,Data & Scaled Graphs,Scaled Bar Graphs,Students can read and interpret a scaled bar graph,understand,medium,3.0,[],"If each mark is 2, then 4 marks means 8. Teddy = 8, so it fits. Ball = 12 is 6 marks, Block = 18 is 9 marks, and Toy Train = 16 is 8 marks, so only Toy Train joins Teddy in Exactly 4 marks high.","{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""Ball""},{""id"":""item_2"",""label"":""Block""},{""id"":""item_3"",""label"":""Toy Train""}],""labels"":{""end"":null,""start"":null,""instruction"":""Sort the cards by the graph rule.""},""targets"":[{""id"":""target_1"",""label"":""Exactly 4 marks high""},{""id"":""target_2"",""label"":""Not 4 marks high""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_2""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_1""}]}",2026-05-21T10:59:29.027Z,2026-05-21T10:59:29.221Z,658,drag_drop for Data & Scaled Graphs
